"SEQ";"Country";"Continent";"Time";"fim2";"fim3";"prn_allele";"ptxA";"ptxP"
"ERR6044627|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044628|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044629|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044630|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044631|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044632|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044633|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"Others";"Others";"ptxA1";"ptxP3"
"ERR6044634|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044635|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044636|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044637|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044638|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044639|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044640|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044641|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044642|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044643|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044644|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044645|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044646|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044647|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044648|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044649|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044650|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044651|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044652|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044653|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044654|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044655|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044656|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044657|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044658|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044659|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044660|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044661|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044662|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044663|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044664|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044665|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044666|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044667|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044668|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044669|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044670|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044671|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044672|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044673|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044674|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044675|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044676|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044677|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044678|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044679|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044680|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044681|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044682|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044683|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044684|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044685|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044686|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044687|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044688|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044689|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044690|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044691|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044692|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044693|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044694|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044695|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044696|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044697|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044698|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044699|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044700|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044701|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044702|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044703|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044704|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044705|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044706|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044707|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044708|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044709|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044710|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044711|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044712|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044713|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044714|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044715|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044716|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044717|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044718|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044719|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044720|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044721|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044722|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044723|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044724|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044725|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044726|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044727|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044728|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044729|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044730|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044731|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044732|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044733|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044734|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044735|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044736|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044737|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044738|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044739|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044740|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044741|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044742|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044743|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044744|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044745|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044746|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044747|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044748|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044749|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044750|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"ERR6044751|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044752|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044753|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044754|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"ERR6044755|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044756|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044757|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044758|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044759|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044760|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044761|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044762|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044763|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044764|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044765|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044766|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044767|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044768|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044769|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044770|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044771|2013|France|Europe";"France";"Europe";"2013";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044772|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"ERR6044773|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044774|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044775|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044776|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044777|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"Others";"Others";"ptxA1";"ptxP3"
"ERR6044778|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044779|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044780|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044781|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044782|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044783|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044784|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044785|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044786|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044787|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044788|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044789|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044790|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044791|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044792|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044793|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044794|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044795|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044796|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044797|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044798|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044799|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044800|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044801|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044802|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044803|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044804|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044805|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044806|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044807|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044808|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044809|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044810|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044811|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044812|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044813|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044814|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044815|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044816|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044817|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044818|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044819|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044820|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044821|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044822|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044823|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044824|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044825|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044826|2014|France|Europe";"France";"Europe";"2014";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044827|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044828|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044829|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044830|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044831|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044832|2015|France|Europe";"France";"Europe";"2015";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044833|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044834|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044835|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044836|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044837|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044838|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044839|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044840|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044841|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044842|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"ERR6044843|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044844|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"Others";"ptxP3"
"ERR6044845|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044846|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044847|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044848|2016|France|Europe";"France";"Europe";"2016";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044849|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044850|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044851|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
