"","seqnames","start","end","width","strand","type","gene","locus_tag","old_locus_tag","loctype","pseudo","gene_synonym","gene_id","product"
"3336","Tohama I",554448,555398,951,"-","gene",NA,"BP_RS16645",BP3311,"normal",FALSE,NA,"BP_RS16645","IS481-like element IS481 family transposase"
"3337","Tohama I",554211,554285,75,"-","gene",NA,"BP_RS16650",BPt43,"normal",FALSE,NA,"BP_RS16650",NA
"3338","Tohama I",553157,554107,951,"-","gene",NA,"BP_RS16655",BP3312,"normal",FALSE,NA,"BP_RS16655","IS481 family transposase"
"3339","Tohama I",552108,553058,951,"-","gene",NA,"BP_RS16660",BP3313,"normal",FALSE,NA,"BP_RS16660","IS481-like element IS481 family transposase"
"3340","Tohama I",551314,551811,498,"-","gene",NA,"BP_RS16665",BP3314,"normal",FALSE,NA,"BP_RS16665","cupredoxin family protein"
"3341","Tohama I",549496,551271,1776,"-","gene",NA,"BP_RS16670",BP3315,"normal",FALSE,NA,"BP_RS16670","copper resistance system multicopper oxidase"
"3342","Tohama I",548622,549488,867,"-","gene",NA,"BP_RS16675",BP3316,"normal",FALSE,NA,"BP_RS16675","copper resistance protein B"
"3343","Tohama I",547881,548615,735,"+","gene",NA,"BP_RS16680",BP3317,"normal",FALSE,NA,"BP_RS16680","enoyl-CoA hydratase/isomerase family protein"
"3344","Tohama I",546728,547884,1157,"+","gene",NA,"BP_RS16685",BP3318,"normal",TRUE,NA,"BP_RS16685","CoA transferase"
"3345","Tohama I",545917,546711,795,"+","gene",NA,"BP_RS16690",BP3319,"normal",FALSE,NA,"BP_RS16690","IclR family transcriptional regulator"
"3346","Tohama I",545037,545627,591,"-","gene",NA,"BP_RS16695",BP3320,"normal",FALSE,NA,"BP_RS16695","cysteine dioxygenase"
"3347","Tohama I",543675,545003,1329,"+","gene",NA,"BP_RS16700",BP3321,"normal",FALSE,NA,"BP_RS16700","amidase"
"3348","Tohama I",542455,543600,1146,"+","gene",NA,"BP_RS16705",BP3322,"normal",FALSE,NA,"BP_RS16705","ABC transporter substrate-binding protein"
"3349","Tohama I",541393,542343,951,"-","gene",NA,"BP_RS16710",BP3323,"normal",FALSE,NA,"BP_RS16710","IS481-like element IS481 family transposase"
"3350","Tohama I",540685,541140,456,"-","gene",NA,"BP_RS16715",BP3324,"normal",TRUE,NA,"BP_RS16715","OmpA family protein"
"3351","Tohama I",540284,540661,378,"-","gene",NA,"BP_RS16720",BP3325,"normal",FALSE,NA,"BP_RS16720","4a-hydroxytetrahydrobiopterin dehydratase"
"3352","Tohama I",539598,540299,702,"+","gene",NA,"BP_RS16725",BP3326,"normal",FALSE,NA,"BP_RS16725","membrane protein"
"3353","Tohama I",538762,539454,693,"+","gene",NA,"BP_RS16730",BP3327,"normal",FALSE,NA,"BP_RS16730","nucleotidyltransferase family protein"
"3354","Tohama I",537659,538762,1104,"+","gene",NA,"BP_RS16735",BP3328,"normal",FALSE,NA,"BP_RS16735","phosphotransferase"
"3355","Tohama I",535177,537549,2373,"-","gene",NA,"BP_RS16740",BP3329,"normal",FALSE,NA,"BP_RS16740","LPS-assembly protein LptD"
"3356","Tohama I",533621,535180,1560,"-","gene",NA,"BP_RS16745",BP3330,"normal",FALSE,NA,"BP_RS16745","chaperone SurA"
"3357","Tohama I",532799,533596,798,"-","gene","rsmA","BP_RS16750",BP3331,"normal",FALSE,NA,"BP_RS16750","16S rRNA(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"
"3358","Tohama I",531622,532767,1146,"+","gene",NA,"BP_RS16755",BP3332,"normal",FALSE,NA,"BP_RS16755","glycerate kinase"
"3359","Tohama I",530075,531517,1443,"-","gene","pyk","BP_RS16760",BP3333,"normal",FALSE,NA,"BP_RS16760","pyruvate kinase"
"3360","Tohama I",528843,530072,1230,"+","gene",NA,"BP_RS16765",BP3334,"normal",FALSE,NA,"BP_RS16765","spore maturation protein"
"3361","Tohama I",526703,528700,1998,"-","gene",NA,"BP_RS16770",BP3335,"normal",TRUE,NA,"BP_RS16770","acyl-CoA dehydrogenase"
"3362","Tohama I",525755,526705,951,"+","gene",NA,"BP_RS16775",BP3336,"normal",FALSE,NA,"BP_RS16775","IS481-like element IS481 family transposase"
"3363","Tohama I",524630,525656,1027,"+","gene",NA,"BP_RS16780",BP3337,"normal",TRUE,NA,"BP_RS16780","gamma-glutamyltransferase"
"3364","Tohama I",524068,524625,558,"+","gene",NA,"BP_RS16785",NA,"normal",FALSE,NA,"BP_RS16785","tripartite tricarboxylate transporter substratebinding protein"
"3365","Tohama I",523742,524092,351,"+","gene",NA,"BP_RS16790",NA,"normal",FALSE,NA,"BP_RS16790","hypothetical protein"
"3366","Tohama I",522779,523573,795,"+","gene",NA,"BP_RS16795",BP3339,"normal",FALSE,NA,"BP_RS16795","ABC transporter ATP-binding protein"
"3367","Tohama I",521733,522782,1050,"+","gene",NA,"BP_RS16800",BP3340,"normal",FALSE,NA,"BP_RS16800","iron ABC transporter permease"
"3368","Tohama I",521044,521733,690,"+","gene","ybgF","BP_RS16805",BP3341,"normal",FALSE,NA,"BP_RS16805","tol-pal system protein YbgF"
"3369","Tohama I",520460,520957,498,"+","gene","pal","BP_RS16810",BP3342,"normal",FALSE,NA,"BP_RS16810","peptidoglycan-associated lipoprotein Pal"
"3370","Tohama I",519112,520428,1317,"+","gene","tolB","BP_RS16815",BP3343,"normal",FALSE,NA,"BP_RS16815","Tol-Pal system protein TolB"
"3371","Tohama I",518121,519095,975,"+","gene","tolA","BP_RS16820",BP3344,"normal",FALSE,NA,"BP_RS16820","cell envelope integrity protein TolA"
"3372","Tohama I",517626,518084,459,"+","gene","tolR","BP_RS16825",BP3345,"normal",FALSE,NA,"BP_RS16825","protein TolR"
"3373","Tohama I",516946,517626,681,"+","gene","tolQ","BP_RS16830",BP3346,"normal",FALSE,NA,"BP_RS16830","protein TolQ"
"3374","Tohama I",516515,516943,429,"+","gene","ybgC","BP_RS16835",BP3347,"normal",FALSE,NA,"BP_RS16835","tol-pal system-associated acyl-CoA thioesterase"
"3375","Tohama I",514732,516462,1731,"+","gene",NA,"BP_RS16840",BP3348,"normal",FALSE,NA,"BP_RS16840","proline--tRNA ligase"
"3376","Tohama I",514094,514666,573,"-","gene",NA,"BP_RS16845",BP3349,"normal",FALSE,NA,"BP_RS16845","RNA pyrophosphohydrolase"
"3377","Tohama I",513427,514113,687,"-","gene",NA,"BP_RS16850",BP3350,"normal",FALSE,NA,"BP_RS16850","response regulator"
"3378","Tohama I",513170,513430,261,"-","gene",NA,"BP_RS16855",BP3351,"normal",TRUE,NA,"BP_RS16855","sensor histidine kinase N-terminaldomain-containing protein"
"3379","Tohama I",512400,513071,672,"-","gene",NA,"BP_RS16860",BP3352,"normal",FALSE,NA,"BP_RS16860","SOS response-associated peptidase"
"3380","Tohama I",511850,512071,222,"-","gene",NA,"BP_RS16865",BP3353,"normal",FALSE,NA,"BP_RS16865","hypothetical protein"
"3381","Tohama I",511569,511850,282,"-","gene",NA,"BP_RS16870",BP3354,"normal",FALSE,NA,"BP_RS16870","hypothetical protein"
"3382","Tohama I",511057,511572,516,"+","gene",NA,"BP_RS16875",BP3355,"normal",FALSE,NA,"BP_RS16875","DUF2514 family protein"
"3383","Tohama I",510506,511057,552,"+","gene",NA,"BP_RS16880",BP3356,"normal",FALSE,NA,"BP_RS16880","lysozyme"
"3384","Tohama I",510285,510527,243,"+","gene",NA,"BP_RS16885",BP3357,"normal",FALSE,NA,"BP_RS16885","hypothetical protein"
"3385","Tohama I",509468,510280,813,"+","gene",NA,"BP_RS16890",BP3358,"normal",FALSE,NA,"BP_RS16890","hypothetical protein"
"3386","Tohama I",509205,509468,264,"+","gene",NA,"BP_RS16895",BP3359,"normal",FALSE,NA,"BP_RS16895","hypothetical protein"
"3387","Tohama I",508967,509164,198,"+","gene",NA,"BP_RS16900",NA,"normal",FALSE,NA,"BP_RS16900","hypothetical protein"
"3388","Tohama I",508570,508986,417,"+","gene",NA,"BP_RS16905",BP3361,"normal",FALSE,NA,"BP_RS16905","hypothetical protein"
"3389","Tohama I",504609,508565,3957,"+","gene",NA,"BP_RS16910",BP3362,"normal",FALSE,NA,"BP_RS16910","DUF1983 domain-containing protein"
"3390","Tohama I",504227,504616,390,"+","gene",NA,"BP_RS16915",BP3363,"normal",FALSE,NA,"BP_RS16915","C40 family peptidase"
"3391","Tohama I",503697,504230,534,"+","gene",NA,"BP_RS16920",BP3364,"normal",FALSE,NA,"BP_RS16920","DUF1833 family protein"
"3392","Tohama I",503270,503629,360,"+","gene",NA,"BP_RS16925",BP3365,"normal",FALSE,NA,"BP_RS16925","hypothetical protein"
"3393","Tohama I",500648,503260,2613,"+","gene",NA,"BP_RS16930",BP3366,"normal",FALSE,NA,"BP_RS16930","phage tail tape measure protein"
"3394","Tohama I",500332,500622,291,"+","gene",NA,"BP_RS16935",BP3367,"normal",FALSE,NA,"BP_RS16935","DUF1799 domain-containing protein"
"3395","Tohama I",499985,500314,330,"+","gene",NA,"BP_RS16940",BP3368,"normal",FALSE,NA,"BP_RS16940","phage tail assembly chaperone"
"3396","Tohama I",499457,499975,519,"+","gene",NA,"BP_RS16945",BP3369,"normal",FALSE,NA,"BP_RS16945","phage tail protein"
"3397","Tohama I",498702,499202,501,"+","gene",NA,"BP_RS16950",BP3370,"normal",FALSE,NA,"BP_RS16950","HNH endonuclease"
"3398","Tohama I",498272,498694,423,"+","gene",NA,"BP_RS16955",BP3371,"normal",FALSE,NA,"BP_RS16955","DUF4128 domain-containing protein"
"3399","Tohama I",497877,498275,399,"+","gene",NA,"BP_RS16960",BP3372,"normal",FALSE,NA,"BP_RS16960","hypothetical protein"
"3400","Tohama I",497485,497880,396,"+","gene",NA,"BP_RS16965",BP3373,"normal",FALSE,NA,"BP_RS16965","hypothetical protein"
"3401","Tohama I",497285,497485,201,"+","gene",NA,"BP_RS16970",BP3374,"normal",FALSE,NA,"BP_RS16970","hypothetical protein"
"3402","Tohama I",496801,497283,483,"+","gene",NA,"BP_RS16975",BP3375,"normal",FALSE,NA,"BP_RS16975","hypothetical protein"
"3403","Tohama I",496487,496738,252,"+","gene",NA,"BP_RS16980",BP3376,"normal",FALSE,NA,"BP_RS16980","hypothetical protein"
"3404","Tohama I",495911,496477,567,"+","gene",NA,"BP_RS16985",NA,"normal",TRUE,NA,"BP_RS16985","hypothetical protein"
"3405","Tohama I",494862,495812,951,"-","gene",NA,"BP_RS16990",BP3378,"normal",TRUE,NA,"BP_RS16990","IS481-like element IS481 family transposase"
"3406","Tohama I",494460,494867,408,"+","gene",NA,"BP_RS16995",NA,"normal",TRUE,NA,"BP_RS16995","hypothetical protein"
"3407","Tohama I",493831,494433,603,"+","gene",NA,"BP_RS17000",BP3380,"normal",FALSE,NA,"BP_RS17000","hypothetical protein"
"3408","Tohama I",493466,493708,243,"+","gene",NA,"BP_RS17005",BP3381,"normal",FALSE,NA,"BP_RS17005","hypothetical protein"
"3409","Tohama I",492405,493460,1056,"+","gene",NA,"BP_RS17010",BP3382,"normal",FALSE,NA,"BP_RS17010","hypothetical protein"
"3410","Tohama I",490958,492376,1419,"+","gene",NA,"BP_RS17015",BP3383,"normal",FALSE,NA,"BP_RS17015","DUF4055 domain-containing protein"
"3411","Tohama I",489678,490955,1278,"+","gene",NA,"BP_RS17020",BP3384,"normal",FALSE,NA,"BP_RS17020","terminase family protein"
"3412","Tohama I",489206,489691,486,"+","gene",NA,"BP_RS17025",BP3385,"normal",FALSE,NA,"BP_RS17025","transposase"
"3413","Tohama I",487616,488566,951,"+","gene",NA,"BP_RS17030",BP3386,"normal",FALSE,NA,"BP_RS17030","IS481-like element IS481 family transposase"
"3414","Tohama I",486670,487359,690,"+","gene",NA,"BP_RS17035",NA,"normal",FALSE,NA,"BP_RS17035","hypothetical protein"
"3415","Tohama I",486426,486677,252,"+","gene",NA,"BP_RS17040",NA,"normal",FALSE,NA,"BP_RS17040","helix-turn-helix domain-containing protein"
"3416","Tohama I",485260,485871,612,"-","gene",NA,"BP_RS17045",BP3390,"normal",FALSE,NA,"BP_RS17045","S24 family peptidase"
"3417","Tohama I",484982,485188,207,"-","gene",NA,"BP_RS17050",BP3391,"normal",FALSE,NA,"BP_RS17050","hypothetical protein"
"3418","Tohama I",483780,484730,951,"+","gene",NA,"BP_RS17055",BP3392,"normal",FALSE,NA,"BP_RS17055","IS481-like element IS481 family transposase"
"3419","Tohama I",482881,483681,801,"+","gene",NA,"BP_RS17060",BP3393,"normal",FALSE,NA,"BP_RS17060","EI24 domain-containing protein"
"3420","Tohama I",482436,482819,384,"-","gene",NA,"BP_RS17065",BP3394,"normal",FALSE,NA,"BP_RS17065","thioredoxin family protein"
"3421","Tohama I",480991,482424,1434,"+","gene",NA,"BP_RS17070",BP3395,"normal",FALSE,NA,"BP_RS17070","DEAD/DEAH box helicase"
"3422","Tohama I",480455,480784,330,"+","gene",NA,"BP_RS17075",BP3396,"normal",FALSE,NA,"BP_RS17075","AzlD domain-containing protein"
"3423","Tohama I",479703,480452,750,"+","gene",NA,"BP_RS17080",BP3397,"normal",FALSE,NA,"BP_RS17080","AzlC family ABC transporter permease"
"3424","Tohama I",478600,479520,921,"-","gene",NA,"BP_RS17085",BP3398,"normal",FALSE,NA,"BP_RS17085","branched-chain amino acid transaminase"
"3425","Tohama I",478341,478553,213,"-","gene",NA,"BP_RS17090",BP3399,"normal",FALSE,NA,"BP_RS17090","zinc-finger domain-containing protein"
"3426","Tohama I",477896,478318,423,"-","gene",NA,"BP_RS17095",BP3400,"normal",FALSE,NA,"BP_RS17095","nuclear transport factor 2 family protein"
"3427","Tohama I",476779,477879,1101,"-","gene",NA,"BP_RS17100",BP3401,"normal",FALSE,NA,"BP_RS17100","alpha/beta fold hydrolase"
"3428","Tohama I",475165,476682,1518,"+","gene",NA,"BP_RS17105",BP3402,"normal",FALSE,NA,"BP_RS17105","M48 family metalloprotease"
"3429","Tohama I",474250,475089,840,"-","gene","galU","BP_RS17110",BP3403,"normal",FALSE,NA,"BP_RS17110","UTP--glucose-1-phosphate uridylyltransferaseGalU"
"3430","Tohama I",473347,474228,882,"+","gene",NA,"BP_RS17115",BP3404,"normal",FALSE,NA,"BP_RS17115","cytochrome c oxidase assembly protein"
"3431","Tohama I",472171,473265,1095,"+","gene",NA,"BP_RS17120",BP3405,"normal",FALSE,NA,"BP_RS17120","porin"
"3432","Tohama I",470927,471877,951,"+","gene",NA,"BP_RS17125",BP3406,"normal",FALSE,NA,"BP_RS17125","IS481-like element IS481 family transposase"
"3433","Tohama I",469911,470852,942,"-","gene",NA,"BP_RS17130",BP3407,"normal",FALSE,NA,"BP_RS17130","IS481 family transposase"
"3434","Tohama I",468862,469812,951,"-","gene",NA,"BP_RS17135",BP3408,"normal",FALSE,NA,"BP_RS17135","IS481-like element IS481 family transposase"
"3435","Tohama I",468419,468778,360,"+","gene",NA,"BP_RS17140",BP3409,"normal",FALSE,NA,"BP_RS17140","hypothetical protein"
"3436","Tohama I",467000,468037,1038,"+","gene",NA,"BP_RS17145",BP3410,"normal",FALSE,NA,"BP_RS17145","sodium:calcium antiporter"
"3437","Tohama I",465343,466683,1341,"-","gene",NA,"BP_RS17150",BP3411,"normal",FALSE,NA,"BP_RS17150","aminopeptidase P N-terminal domain-containingprotein"
"3438","Tohama I",464881,465333,453,"+","gene",NA,"BP_RS17155",BP3412,"normal",FALSE,NA,"BP_RS17155","membrane protein"
"3439","Tohama I",463603,464784,1182,"-","gene",NA,"BP_RS17160",BP3413,"normal",FALSE,NA,"BP_RS17160","UbiH/UbiF/VisC/COQ6 family ubiquinonebiosynthesis hydroxylase"
"3440","Tohama I",462512,463537,1026,"-","gene","dusB","BP_RS17165",BP3414,"normal",FALSE,NA,"BP_RS17165","tRNA dihydrouridine synthase DusB"
"3441","Tohama I",462232,462471,240,"-","gene",NA,"BP_RS17170",BP3415,"normal",FALSE,NA,"BP_RS17170","DNA-binding protein"
"3442","Tohama I",460573,462162,1590,"-","gene","purH","BP_RS17175",BP3416,"normal",FALSE,NA,"BP_RS17175","bifunctionalphosphoribosylaminoimidazolecarboxamideformyltransferase/IMP cyclohydrolase"
"3443","Tohama I",460025,460573,549,"-","gene","ruvC","BP_RS17180",BP3417,"normal",FALSE,NA,"BP_RS17180","crossover junction endodeoxyribonuclease RuvC"
"3444","Tohama I",459372,459944,573,"-","gene","ruvA","BP_RS17185",BP3418,"normal",FALSE,NA,"BP_RS17185","Holliday junction branch migration protein RuvA"
"3445","Tohama I",458442,459353,912,"+","gene",NA,"BP_RS17190",BP3419,"normal",FALSE,NA,"BP_RS17190","complex I NDUFA9 subunit family protein"
"3446","Tohama I",457400,458368,969,"+","gene",NA,"BP_RS17195",BP3420,"normal",FALSE,NA,"BP_RS17195","threo-3-hydroxy-L-aspartate ammonia-lyase"
"3447","Tohama I",456204,457277,1074,"-","gene","ruvB","BP_RS17200",BP3421,"normal",FALSE,NA,"BP_RS17200","Holliday junction branch migration DNA helicaseRuvB"
"3448","Tohama I",454379,456199,1821,"+","gene","recQ","BP_RS17205",BP3422,"normal",FALSE,NA,"BP_RS17205","DNA helicase RecQ"
"3449","Tohama I",453352,454302,951,"+","gene",NA,"BP_RS17210",BP3423,"normal",FALSE,NA,"BP_RS17210","IS481-like element IS481 family transposase"
"3450","Tohama I",452928,453263,336,"-","gene",NA,"BP_RS17215",BP3424,"normal",FALSE,NA,"BP_RS17215","FxLYD domain-containing protein"
"3451","Tohama I",452144,452794,651,"-","gene",NA,"BP_RS17220",BP3425,"normal",FALSE,NA,"BP_RS17220","carbonic anhydrase"
"3452","Tohama I",450704,452122,1419,"+","gene",NA,"BP_RS17225",BP3426,"normal",FALSE,NA,"BP_RS17225","amidase"
"3453","Tohama I",449879,450634,756,"+","gene",NA,"BP_RS17230",BP3427,"normal",FALSE,NA,"BP_RS17230","ABC transporter substrate-binding protein"
"3454","Tohama I",449152,449910,759,"-","gene",NA,"BP_RS17235",BP3428,"normal",FALSE,NA,"BP_RS17235","branched-chain amino acid ABC transporterpermease"
"3455","Tohama I",448260,449141,882,"-","gene",NA,"BP_RS17240",BP3429,"normal",FALSE,NA,"BP_RS17240","branched-chain amino acid ABC transporterpermease"
"3456","Tohama I",447536,448243,708,"-","gene",NA,"BP_RS17245",BP3430,"normal",FALSE,NA,"BP_RS17245","ABC transporter ATP-binding protein"
"3457","Tohama I",446775,447533,759,"-","gene",NA,"BP_RS17250",BP3431,"normal",FALSE,NA,"BP_RS17250","ABC transporter ATP-binding protein"
"3458","Tohama I",444823,446565,1743,"-","gene",NA,"BP_RS17255",BP3432,"normal",FALSE,NA,"BP_RS17255","nitrite/sulfite reductase"
"3459","Tohama I",444306,444830,525,"-","gene",NA,"BP_RS17260",BP3433,"normal",FALSE,NA,"BP_RS17260","DUF934 domain-containing protein"
"3460","Tohama I",443472,444266,795,"+","gene",NA,"BP_RS17265",BP3434,"normal",FALSE,NA,"BP_RS17265","MetQ/NlpA family ABC transportersubstrate-binding protein"
"3461","Tohama I",442231,443304,1074,"-","gene",NA,"BP_RS17270",BP3435,"normal",FALSE,NA,"BP_RS17270","hypothetical protein"
"3462","Tohama I",441182,442132,951,"-","gene",NA,"BP_RS17275",BP3436,"normal",FALSE,NA,"BP_RS17275","IS481-like element IS481 family transposase"
"3463","Tohama I",440314,441126,813,"-","gene",NA,"BP_RS17280",BP3437,"normal",FALSE,NA,"BP_RS17280","competence/damage-inducible protein A"
"3464","Tohama I",439307,440155,849,"-","gene",NA,"BP_RS17285",BP3438,"normal",FALSE,NA,"BP_RS17285","IclR family transcriptional regulator"
"3465","Tohama I",434712,439106,4395,"-","gene","dnt","BP_RS17290",BP3439,"normal",FALSE,NA,"BP_RS17290","dermonecrotic toxin"
"3466","Tohama I",433641,434618,978,"+","gene",NA,"BP_RS17295",BP3440,"normal",FALSE,NA,"BP_RS17295","tripartite tricarboxylate transporter substratebinding protein BugD"
"3467","Tohama I",432676,433254,579,"-","gene","phaP","BP_RS17300",BP3441,"normal",FALSE,NA,"BP_RS17300","TIGR01841 family phasin"
"3468","Tohama I",431479,432528,1050,"+","gene",NA,"BP_RS17305",BP3442,"normal",FALSE,NA,"BP_RS17305","quinone-dependent dihydroorotate dehydrogenase"
"3469","Tohama I",430704,431438,735,"+","gene",NA,"BP_RS17310",BP3443,"normal",FALSE,NA,"BP_RS17310","arginyltransferase"
"3470","Tohama I",429914,430676,763,"+","gene",NA,"BP_RS17315",BP3444,"normal",TRUE,NA,"BP_RS17315","leucyl/phenylalanyl-tRNA--protein transferase"
"3471","Tohama I",429328,429909,582,"+","gene",NA,"BP_RS17320",BP3445,"normal",FALSE,NA,"BP_RS17320","NUDIX hydrolase"
"3472","Tohama I",428438,429331,894,"+","gene",NA,"BP_RS17325",BP3446,"normal",FALSE,NA,"BP_RS17325","LysR family transcriptional regulator"
"3473","Tohama I",427903,428304,402,"-","gene",NA,"BP_RS17330",BP3447,"normal",FALSE,NA,"BP_RS17330","DoxX family protein"
"3474","Tohama I",427283,427885,603,"+","gene",NA,"BP_RS17335",BP3448,"normal",FALSE,NA,"BP_RS17335","DUF2946 family protein"
"3475","Tohama I",426842,427225,384,"+","gene",NA,"BP_RS17340",BP3449,"normal",FALSE,NA,"BP_RS17340","membrane protein"
"3476","Tohama I",426656,426729,74,"+","gene",NA,"BP_RS17345",BPt44,"normal",FALSE,NA,"BP_RS17345",NA
"3477","Tohama I",426520,426595,76,"+","gene",NA,"BP_RS17350",BPt45,"normal",FALSE,NA,"BP_RS17350",NA
"3478","Tohama I",426140,426397,258,"+","gene",NA,"BP_RS17355",BP3450,"normal",TRUE,NA,"BP_RS17355","LysE family transporter"
"3479","Tohama I",425193,426143,951,"+","gene",NA,"BP_RS17360",BP3451,"normal",FALSE,NA,"BP_RS17360","IS481-like element IS481 family transposase"
"3480","Tohama I",424334,425044,711,"+","gene",NA,"BP_RS17365",BP3452,"normal",FALSE,NA,"BP_RS17365","GntR family transcriptional regulator"
"3481","Tohama I",422601,424262,1662,"+","gene",NA,"BP_RS17370",BP3453,"normal",FALSE,NA,"BP_RS17370","thiamine pyrophosphate-binding protein"
"3482","Tohama I",421561,422526,966,"+","gene",NA,"BP_RS17375",BP3454,"normal",FALSE,NA,"BP_RS17375","tripartite tricarboxylate transporter substratebinding protein"
"3483","Tohama I",420598,421506,909,"+","gene",NA,"BP_RS17380",BP3455,"normal",FALSE,NA,"BP_RS17380","TauD/TfdA family dioxygenase"
"3484","Tohama I",418004,420292,2289,"+","gene",NA,"BP_RS17385",BP3456,"normal",FALSE,NA,"BP_RS17385","NADP-dependent malic enzyme"
"3485","Tohama I",416891,417862,972,"-","gene",NA,"BP_RS17390",BP3457,"normal",FALSE,NA,"BP_RS17390","LysR family transcriptional regulator"
"3486","Tohama I",415698,416639,942,"-","gene",NA,"BP_RS17395",BP3458,"normal",FALSE,NA,"BP_RS17395","ABC transporter permease"
"3487","Tohama I",414865,415698,834,"-","gene",NA,"BP_RS17400",BP3459,"normal",FALSE,NA,"BP_RS17400","ABC transporter permease"
"3488","Tohama I",413011,414861,1851,"-","gene",NA,"BP_RS17405",BP3460,"normal",FALSE,NA,"BP_RS17405","dipeptide ABC transporter ATP-binding protein"
"3489","Tohama I",411350,412942,1593,"-","gene",NA,"BP_RS17410",BP3461,"normal",TRUE,NA,"BP_RS17410","ABC transporter substrate-binding protein"
"3490","Tohama I",409796,411331,1536,"-","gene",NA,"BP_RS17415",BP3462,"normal",FALSE,NA,"BP_RS17415","M81 family metallopeptidase"
"3491","Tohama I",408761,409702,942,"+","gene",NA,"BP_RS17420",BP3463,"normal",FALSE,NA,"BP_RS17420","LysR family transcriptional regulator"
"3492","Tohama I",407850,408650,801,"-","gene",NA,"BP_RS17425",BP3464,"normal",FALSE,NA,"BP_RS17425","hypothetical protein"
"3493","Tohama I",407282,407788,507,"+","gene",NA,"BP_RS17430",BP3465,"normal",FALSE,NA,"BP_RS17430","SRPBCC family protein"
"3494","Tohama I",406947,407285,339,"+","gene",NA,"BP_RS17435",BP3466,"normal",FALSE,NA,"BP_RS17435","helix-turn-helix transcriptional regulator"
"3495","Tohama I",403999,406518,2520,"-","gene",NA,"BP_RS17440",BP3467,"normal",FALSE,NA,"BP_RS17440","AsmA family protein"
"3496","Tohama I",403616,404002,387,"-","gene",NA,"BP_RS17445",BP3468,"normal",FALSE,NA,"BP_RS17445","MOSC N-terminal beta barrel domain-containingprotein"
"3497","Tohama I",402475,403608,1134,"+","gene",NA,"BP_RS17450",BP3469,"normal",FALSE,NA,"BP_RS17450","benzoate/H(+) symporter BenE family transporter"
"3498","Tohama I",402160,402411,252,"+","gene",NA,"BP_RS17455",BP3470,"normal",FALSE,NA,"BP_RS17455","YfhL family 4Fe-4S dicluster ferredoxin"
"3499","Tohama I",401596,402105,510,"+","gene","coaD","BP_RS17460",BP3471,"normal",FALSE,NA,"BP_RS17460","pantetheine-phosphate adenylyltransferase"
"3500","Tohama I",400955,401575,621,"+","gene","rsmD","BP_RS17465",BP3472,"normal",FALSE,NA,"BP_RS17465","16S rRNA (guanine(966)-N(2))-methyltransferaseRsmD"
"3501","Tohama I",399776,400879,1104,"-","gene","ftsY","BP_RS17470",BP3473,"normal",FALSE,NA,"BP_RS17470","signal recognition particle-docking proteinFtsY"
"3502","Tohama I",398131,399729,1599,"+","gene",NA,"BP_RS17475",BP3474,"normal",TRUE,NA,"BP_RS17475","CYTH and CHAD domain-containing protein"
"3503","Tohama I",397127,397948,822,"+","gene","phnE","BP_RS17480",BP3476,"normal",FALSE,NA,"BP_RS17480","phosphonate ABC transporter, permease proteinPhnE"
"3504","Tohama I",396261,397130,870,"+","gene","phnE","BP_RS17485",BP3477,"normal",FALSE,NA,"BP_RS17485","phosphonate ABC transporter, permease proteinPhnE"
"3505","Tohama I",395758,396243,486,"+","gene",NA,"BP_RS17490",NA,"normal",TRUE,NA,"BP_RS17490","ATP-binding cassette domain-containing protein"
"3506","Tohama I",394814,395764,951,"+","gene",NA,"BP_RS17495",BP3478,"normal",FALSE,NA,"BP_RS17495","IS481-like element IS481 family transposase"
"3507","Tohama I",394424,394726,303,"+","gene",NA,"BP_RS17500",NA,"normal",TRUE,NA,"BP_RS17500","ATP-binding cassette domain-containing protein"
"3508","Tohama I",393414,394421,1008,"+","gene","phnD","BP_RS17505",BP3481,"normal",FALSE,NA,"BP_RS17505","phosphate/phosphite/phosphonate ABC transportersubstrate-binding protein"
"3509","Tohama I",392438,393265,828,"+","gene",NA,"BP_RS17510",BP3482,"normal",FALSE,NA,"BP_RS17510","IclR family transcriptional regulator"
"3510","Tohama I",391635,392432,798,"+","gene",NA,"BP_RS17515",BP3483,"normal",FALSE,NA,"BP_RS17515","HAD-IIB family hydrolase"
"3511","Tohama I",390314,391489,1176,"-","gene",NA,"BP_RS17520",BP3484,"normal",FALSE,NA,"BP_RS17520","bifunctional3,4-dihydroxy-2-butanone-4-phosphate synthase/GTPcyclohydrolase II"
"3512","Tohama I",389779,390300,522,"-","gene",NA,"BP_RS17525",BP3485,"normal",FALSE,NA,"BP_RS17525","6,7-dimethyl-8-ribityllumazine synthase"
"3513","Tohama I",389307,389771,465,"-","gene","nusB","BP_RS17530",BP3486,"normal",FALSE,NA,"BP_RS17530","transcription antitermination factor NusB"
"3514","Tohama I",388251,389267,1017,"-","gene","thiL","BP_RS17535",BP3487,"normal",FALSE,NA,"BP_RS17535","thiamine-phosphate kinase"
"3515","Tohama I",387712,388254,543,"-","gene",NA,"BP_RS17540",BP3488,"normal",FALSE,NA,"BP_RS17540","phosphatidylglycerophosphatase A"
"3516","Tohama I",387149,387715,567,"-","gene",NA,"BP_RS17545",BP3489,"normal",FALSE,NA,"BP_RS17545","CinA family protein"
